,text
1445,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ortak dersleri nasıl seçebilirim?[/INST]  Kayıt yenileyen veya yeni kayıt olan öğrenciler Açık Öğretim İmam Hatip Lisesi internet sayfasından ""Sisteme Giriş/Öğrenci Girişi""  bölümünden Öğrenci Numarası ve Şifresi ile giriş yaparak kendi derslerini, sistemin izin verdiği maksimum kredi miktarında kendileri seçmelidir. Ders seçmeyen öğrenci sınava giremez.</s>"
1446,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Sistemde ortak dersler var. Bu dersler nedir?[/INST]  Öğrencilerin uzaktan eğitim ile almaları gereken derslerdir. Bu dersler zorunlu dersler kısmında gösterilir.</s>
1447,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yeni kayıt yaptırdım. Hemen arkasından kayıt yenileme yaptıracak mıyım?[/INST]  Örneğin 2019-2020 I. Döneminde yeni kayıt yaptıran öğrenciler, 2019-2020 yılı I. Döneminde, yani aynı dönem için, kayıt yenileme yaptırmazlar. Ancak takip eden dönemlerde kayıt yenilemek zorundadırlar.</s>"
1448,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Daha önce bir liseden mezun oldum. Açık Öğretim İmam Hatip Lisesine kayıt olabilir miyim?[/INST]  Daha önce bir lise bitiren (bu örgün eğitimde bir lise, Açık Öğretim Lisesi veya Mesleki Açık Öğretim Lisesi de olabilir). Açık Öğretim İmam Hatip Lisesine kayıt yaptırabilirler.</s>"
1449,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yeni kayıt yaptırdım. Öğrencilik durumum ''Ön kayıt öğrencisi'' olarak gözüküyor. Bu ne anlama gelmektedir?[/INST]  Okulların aldığı kayıtlarda e okul tasdiknamesi olmayan öğrenciler sistemde ""ön kayıt öğrencisi"" olarak görülür. Tasdiknameli gelen öğrencilerin tasdiknamesindeki veriler sisteme merkez kullanıcılar tarafından aktarılır ve öğrenci aktif yapılır. Ortaokul diplomalı veya lise diplomalı öğrencilerin belgeleri tamam ise bunlar da yine merkez kullanıcıları tarafından sistemde aktif öğrenci yapılır.</s>"
1450,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Açık Öğretim İmam Hatip Lisesine nerede kayıt yaptırabilirim?[/INST]  Açık Öğretim İmam Lisesine bulunduğunuz il/ilçede yüz yüze eğitim vermekle yetkilendirilmiş Anadolu İmam Hatip Liselerine, kayıt dönemlerinde giderek, kayıt/kayıt yenileme işlemini yaptırabilirsiniz.</s>"
1451,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yüz yüze eğitimi bitiren öğrenci ""Yüz Yüze Eğitim İş ve İşlemleri Ücreti"" öder mi?[/INST]  ""Yüz Yüze Eğitim İş ve İşlemleri ücreti"" yüz yüze eğitime devam eden öğrencilerden alınan bir ücrettir. Yüz yüze eğitime devam etmeyen öğrencilerden bu ücreti alınmaz. Ancak zorunlu ortak derslerden sınava girecek öğrenci kayıt yenileme ücretini yatırmak zorundadır.</s>"
1452,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yüz yüze eğitim bir öğretim yılında kaç dönem verilir?[/INST]  Yüz yüze eğitim bir öğretim yılı 18'er haftadan 2 dönem olarak verilir.</s>
1453,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yazın, 3.Dönem Yüz yüze eğitim verilir mi?[/INST]  Eğitim öğretim yılı içerisinde, okulun fiziki şartların uygun olmayışı gibi çeşitli nedenlerle yapılamayan eğitim öğretim uygulamaları, yarıyıl ve yaz tatillerinde yoğunlaştırılmış eğitim yoluyla da yapılabilmektedir. Bunların dışında, söz konusu zamanlarda bir üst dönemin eğitim öğretiminin 3. dönem olarak yoğunlaştırılmış eğitim yoluyla yapılması mümkün bulunmamaktadır.</s>"
1454,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>I. Dönem yüz yüze eğitime gidemedim, II. Dönem devam edebilir miyim?[/INST]  Yüz yüze eğitimde alınan dersler yıl içerisinde birbirini tamamlayan derslerdir. Örneğin: örgün eğitimdeki 9. sınıf Arapça dersi Açık Öğretim İmam Hatip Lisesinde Arapça 1 ve Arapça 2 dersi olarak okutulmaktadır. Öğrenci öncelikle Arapça 1 dersini sonraki dönemde ise Arapça 2 dersini almak zorundadır. Birinci dönem dersini almadan ikinci dönemin dersi alınamaz. Ancak; Birinci dönem dersini almış devamsızlık hariç başarısız olmuş öğrenciler 2. Dönemin dersini alabilirler. Birinci dönemde herhangi bir dersten devamsızlıktan başarısız olanlar aynı dersin ikinci dönemdeki devamını alamazlar.</s>"
1455,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Kayıt olduğumuz dönemde 8 kişi ile yüz yüze eğitime devam ediyorduk şimdi sayımız düştü. Önümüzdeki dönemlerde yüz yüze eğitime devam edebilir miyiz?[/INST]  Eğitime başlanırken 8 kişilik grubun oluşması beklenir. Sekiz kişi ile başlayan öğrenci sayısındaki ilerideki zamanlarda düşme eğitimin devamına engel teşkil etmez.</s>
1456,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yüz yüze eğitim ile alınacak dersler nasıl seçilir?[/INST]  Yüz yüze eğitim ile alınması gereken dersler, öğrencinin dönemine uygun olarak, bu eğitimin alınacağı okul tarafından seçilir. Öğrenci her dönem verilen dersleri okula devam ederek alır.</s>"
1457,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yüz yüze eğitim ne zaman başlar?[/INST]  Yüze yüze eğitim; bir ders için kayıtlı en az sekiz kişiden oluşan grup ile birlikte örgün eğitimin başladığı hafta/hafta sonu başlar.</s>
1458,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yüz yüze eğitim nedir?[/INST]  Açık Öğretim İmam Hatip Lisesine kayıt olan öğrencilerin, öğretim programında yer alan yüz yüze alan ortak dersleri ile yüz yüze seçmeli alan derslerinin örgün eğitim veren imam hatip liselerinde devam ederek aldıkları eğitime denir.</s>"
1459,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Askerliğimi erteleyebilir miyim?[/INST]  Açık Öğretim İmam Hatip Lisesinde kayıtlı öğrenciler 7179 sayılı Asker Alma Kanununa göre askerliklerini erteleyebilirler. Askerlik erteleme belgesini (EK - C2) e-devlet üzerinden veya kayıtlı oldukları yüz yüze eğittim okul/kurumlarından alabilirler.</s>
1460,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Öğrenci belgesine ihtiyacım var. Nasıl temin edebilirim?[/INST]  E-devlet üzerinden veya kayıtlı olduğunuz yüz yüze eğitim kurumuna başvurarak öğrenci belgesi alabilirsiniz.</s>
1461,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Dosyası merkezde arşivlenen öğrencilerin belgeleri nasıl gönderilecektir?[/INST]  Öğrencilerin arşivde bulunan bütün belgeleri arşivde elektronik ortama aktarıldığından istenmediği sürece belge gönderilmesi yapılmayacaktır.</s>
1462,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yüz yüze eğitimini bitiren öğrencilerin belgeleri ve dosyaları Açık Öğretim İmam Hatip Lisesinde nasıl gönderilir?[/INST]  Öğrencilerin bütün belgeleri elektronik ortama aktarılacağından, özellikle istenmediği sürece herhangi bir belge gönderilmeyecektir.</s>"
1463,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Hatalı yatırdığım ücretin iadesini alabilir miyim?[/INST]  Yeni kayıt veya kayıt yenileme ücreti yatırdığı halde bu ücret ile herhangi bir işlem yaptırmayanların bu döneme ait kayıt ücreti, öğrencilerin herhangi bir başvurusu alınmadan ilgili dönemin tüm işlemleri tamamlandıktan sonra öğrencilerin T.C. kimlik numaralarına Ziraat Bankalarında iade işlemi yapılmaktadır. Öğrencilerin bu işlem için dilekçe vermelerine hesap numarası göndermelerine gerek yoktur. İşlem yaptırmadıkları sınav için o sınav sonuçları açıklandıktan sonra Ziraat Bankası şubelerinden herhangi birine giderek T.C. kimlik numaralarını ibraz edip ücretlerinin iade edilip edilmediğini öğrenebilirler (Sınav itiraz ücreti diye yatırılan ücretlerin geri iadesi yapılmamaktadır).</s>"
1464,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Kimlik bilgilerimde değişiklik olduğunda ne yapmalıyım?[/INST]   Kayıtlı olduğunuz okul/kurumda, kayıt yenileme dönemlerinde kimlik bilgilerinizi güncelletmelisiniz.</s>"
1465,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Açık Öğretim İmam Hatip Lisesinde devam mecburiyeti var mı?[/INST]  Yüz yüze eğitim ile alınması gereken alan/dal derslerinde devam mecburiyeti vardır. Öğrenciler bu derslere okulun/kurumun belirlediği plan çerçevesinde hafta sonu veya akşamları devam etmek zorundadır.</s>
1466,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Şifremi unuttum. Ne yapmalıyım?[/INST]  Kayıtlı olduğunuz okul/kurum müdürlüğünden veya Milli Eğitim Bakanlığı İletişim Merkezi'ni (MEBİM 444 0 632) telefon ile arayarak yeniden şifre almanız gerekiyor.</s>
1467,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Mesleki Açık Öğretim Lisesi ile ilgili her türlü haber, duyuru, kayıt ve sınav tarihleri, ders kitapları hakkındaki bilgilere nereden ulaşabilirim?[/INST]  Mesleki Açık Öğretim Lisesinin https://maol.meb.gov.tr/   web sayfası üzerinden ulaşılabilir.</s>"
1468,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Üniversite başvurularında hangi kodları kullanmalıyım?[/INST]  Üniversite başvurularında Mesleki Açık Öğretim Lisesinin kodlarını kullanmalısınız. Yüz yüze eğitim aldığınız okul kodlarını yazar iseniz orta öğretim başarı puanlarınız değerlendirilemez. Buna lütfen dikkat ediniz.</s>
1469,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Üniversite sınavlarına nereden başvuru yapabilirim?[/INST]  Mezun olmuş ve diplomasını almış öğrenciler herhangi bir orta öğretim kurumundan (liseden) mezun olamamış öğrenciler ise yüz yüze eğitim aldıkları okullardan başvuru yapabilirler.</s>
1470,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Geçici Mezuniyet Belgesi ile Üniversiteye kayıt yaptırabilir miyim?[/INST]  Geçici Mezuniyet Belgesi ile Üniversiteye kayıt yaptırabilirsiniz. Bu belgelerin 6 ay geçerlilik süresi vardır.</s>
1471,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Diplomam, Halk Eğitimi Merkezi tarafından Mesleki Açık Öğretim Lisesi Müdürlüğüne geri gönderilmiş. Diplomamı almak için ne yapmalıyım[/INST]  Mesleki Açık Öğretim Lisesinden mezun olmuş ve diplomasını süresi içerisinde alamayıp Mesleki Açık Öğretim Lisesine iade edilen öğrencilere ait söz konusu diplomalar şahsen veya posta ile Mesleki Açık Öğretim Lisesi Müdürlüğüne başvurularak teslim alınabilir. Şahsen başvurularda diplomayı öğrencinin yerine bir başkası alacaksa, alacak kişinin noterden vekil tayin edilmesi gerekmektedir. Posta ile başvurularda diplomanın gönderilmesi istenilen Halk Eğitimi Merkezi belirtilmek kaydıyla istenen diploma ilgili merkeze gönderilmektedir.</s>"
1472,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Diplomamı kaybettim, ne yapmalıyım?[/INST]  Öğrencilerimizin Mesleki Açık Öğretim Lisesinden almış oldukları diplomayı kaybetmeleri halinde bir dilekçe ile yüz yüze eğitim aldığınız okul müdürlüğüne şahsen başvurmanız gerekmektedir. Söz konusu bu belge öğrencinin dışında bir başkası tarafından alınacaksa noterden vekil tayin edilmesi gerekmektedir.</s>"
1473,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Çıkma Belgesini kaybettim, ne yapmalıyım?[/INST]  Mesleki Açık Öğretim Lisesi diplomasını alabilmeniz için, daha önce almış olduğunuz çıkma belgesinin aslını geri vermeniz gerekiyor. Almış olduğunuz çıkma belgesini kaybettiyseniz, diplomanızı alabilmeniz için ilinizdeki koordinatör Halk Eğitimi Merkezine çıkma belgesi kayıp dilekçesi ile başvurarak diplomanızı alabilirsiniz.</s>"
1474,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Diplomamı nasıl ve nereden alabilirim?[/INST]  Dönem sonunda mezun olan Mesleki Açık Öğretim Lisesi öğrencilerinin diplomaları sınava girilen tarihten yaklaşık 2-3 ay sonra ( konu ile ilgili duyuruları Mesleki Açık Öğretim Lisesi web sayfasından takip ediniz ) koordinatör Halk Eğitimi Merkezi Müdürlüklerine gönderilmektedir. İlinizdeki Koordinatör Halk Eğitimi Merkezinin neresi olduğunu Mesleki Açık Öğretim Lisesi internet sayfasından görebilirsiniz. Daha önce Çıkma Belgesi alan öğrenciler diplomasını almaya giderken Çıkma Belgesinin aslını götürmeleri gerekmektedir. Diplomayı öğrenci yerine bir başkası alacak ise bu kişinin noterden vekil tayin edilmesi gerekmektedir. Vekilin Noterden alınan vekâlet ile varsa Çıkma Belgesinin aslını da götürmeleri gerekmektedir.</s>
1475,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Mezun oldum. Mezuniyet Yazısını nasıl alabilirim?[/INST]  Mezun olan öğrenciler mezuniyet yazısını e-devletten veya kayıtlı oldukları yüz yüze kurumlarından alabilirler.</s>
1476,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Mesleki Açık Öğretim Lisesini kaç dönemde bitirebilirim?[/INST]  Öğrencilerimiz kayıt olduklarındaki öğrenim durumlarına göre Mesleki Açık Öğretim Lisesinde öğrenim görecekleri süreler değişiklik göstermektedir. Öğrenciler toplam 8 (sekiz) dönemde (bu dönemlerin 6 (altı) dönemi yüz yüze eğitim ile ilgili dönem) gerekli krediyi tamamlamak kaydıyla mezun olabilirler.</s>
1477,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Toplam kaç kredi ile mezun olabiliyorum?[/INST]  Meslek Lisesi ara sınıflarından gelerek Meslekî Açık Öğretim Lisesine kayıt yaptıran öğrencilerin, mezun olabilmeleri için diğer şartları (kredi, dönem) taşısalar dahi Meslekî Açık Öğretim Lisesinde en az bir dönem ortak veya seçmeli derslerden sınavlara katılmaları gerekmektedir. Zorunlu dersleri olmasa dahi en az bir seçmeli dersten sınava girmeleri gerekmektedir. Lise diploması ile kayıt yaptıran öğrenciler seçmiş olduğu “Alanın”, “ALAN ORTAK DERSLERİ” ile “DAL DERSLERİNİ”  yüz yüze eğitimle başarılı bir şekilde tamamlamaları halinde mezun olurlar. Lise mezunu olarak kayıt yaptıran öğrenciler “ORTAK” derslerden sorumlu tutulmazlar. Mezuniyet kredileri seçilen alana göre farklılıklar göstermektedir.</s>"
1478,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yüz yüze eğitimimi bitirdim. Neden mezun olamıyorum?[/INST]  Yüz yüze eğitimi bitirmek tek başına mezun olmak için yeterli değildir. Toplam döneminizin en az 8 (sekiz) olması, zorunlu ortak derslerinizin kalmaması ve öğrenim gördüğünüz alanın, mezuniyet için gerekli en az kredi miktarını toplamanız gerekiyor. Ayrıca kayıt için getirdiğiniz belgelerin ve yüz yüze eğitim aldığınız okul/kurumun düzenlemesi gereken belgelerin sisteme eksiksiz taranması gerekiyor. Belirtilen şartlardan eksik olan varsa mezuniyet işlemleriniz tamamlanamaz.</s>"
1479,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Sınav sorularına veya sonuçlarına nasıl itiraz edebilirim?[/INST]  Adayların; sınav sorularına itirazlarını, sınav sorularının ilanından sonra 5 (beş) takvim günü, sınav sonuçlarına itirazlarını, sonuçların ilanından sonra 10 (on) takvim günü içinde yapmaları gerekmektedir. İtirazlar için öncelikle; 1 - T.C. Ziraat Bankası A.Ş. Ankara-Beşevler veya  2 - Türkiye Vakıflar Bankası T.A.O. Ankara-Merkez veya  3 - Türkiye Halk Bankası A.Ş. Ankara-Küçükesat Şubelerinden herhangi birine ""Kurumsal Tahsilât Programı"" aracılığı ile sınav itiraz ücreti yatırılarak, örneği verilen dilekçe doldurulduktan sonra banka dekontu ile birlikte aşağıda yazılı adrese gönderilmesi gerekmektedir. Banka dekontu, T.C. kimlik numarası, adı, soyadı, imzası ve adresi olmayan dilekçeler, faksla yapılan veya süresi geçtikten sonra yapılan itirazlar dikkate alınmamaktadır. Dilekçe ve dekontun gönderileceği adres: Ölçme, Değerlendirme ve Sınav Hizmetleri Genel Müdürlüğü Konya Yolu Üzeri (Gazi Hastanesi Karşısı)   06500 Teknikokullar / ANKARA</s>"
1480,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Sınavlarda yanlış cevaplar doğru cevapları etkiler mi?[/INST]  Hayır. Yanlış cevaplar doğru cevapları etkilemez. Diğer bir ifade ile yanlış cevaplar doğru cevapları götürmez. Sınav sonuçlarımı nasıl öğrenebilirim?   Sınav sonuçlarınızı sisteme kullanıcı adınız ve şifreniz ile girip sınav sonuçları kısmından öğrenebilirsiniz. Ayrıca öğrenci sayfanızda “Öğrenci Genel Bilgileri” altında yer alan “Dönem Dersleri” kısmından da önceden girdiğiniz bütün sınav sonuçlarınızı görebilirsiniz.</s>
1481,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Sınav günü yanıma hangi belgeleri almalıyım?[/INST]  Öğrenci kimlik kartı, sınava giriş belgesi ve geçerli bir kimlik belgesini (fotoğraflı nüfus cüzdanı, pasaport veya sürücü belgelerinden herhangi birini) yanlarında bulundurmaları gerekmektedir. Ayrıca sınav günü yanınızda kurşun kalem ve silgi bulundurmayı unutmayınız. NOT: Size verilen cevap kâğıdının adınıza düzenlenmiş olmasına dikkat ediniz.</s>"
1482,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Sınava gireceğim yeri nasıl tespit edebilirim?[/INST]  Her dönem kayıt yenileme işlemini yapan öğrenci sisteme öğrenci numarası ve şifresi ile girerek iş takviminde belirtilen sürelerde ders seçme ve sınav merkezi güncellemesini yapabilir. Özellikle taşınma, askerlik, terhis vb. nedenlerle adresin değiştiği durumlarda sınav merkezinin mutlaka değiştirilmesi gerekmektedir. Sınav merkezini değiştirmeyen öğrenci bir önceki seçtiği yerde sınava girmeye devam eder.</s>"
1483,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>""Türk Dili ve Edebiyatı 1"" dersini başaramadım. Bu dersi başaramadan devamı olan ""Türk Dili ve Edebiyatı 2"" dersini seçebilir miyim?[/INST]   Dönemi gelen ders alttaki dersler ile birlikte seçilebilir.</s>"
1484,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Kayıt olduğum dönem (Tarih 3, Kimya 4, Felsefe 5 vb.) bazı dersler zorunlu derslerimin arasında gözükmüyordu. Kayıt yenilediğimde bu dersler zorunlu derslerimin arasında çıkmaya başladı. Bunun sebebi ne olabilir?[/INST]  Döneminden önce zorunlu dersler öğrencinin karşısına çıkmaz. Örneğin yeni kayıt yaptıran bir öğrencinin dönemi 1 ise bu öğrencinin karşısına Türk Dili ve Edebiyatı 1 dersi çıkar, öğrenci kayıt yenileyip 2 döneme ulaşınca bu sefer Türk Dili ve Edebiyatı 2 dersi de karşısına çıkar. Bu böyle 8 dönem oluncaya kadar devam eder. 8. dönemi olan öğrencinin bütün dersleri karşısına çıkmıştır.</s>"
1485,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Her dönem kültür derslerini (Fizik, Kimya, Matematik gibi...) seçmek zorunda mıyım?[/INST]  Evet, her dönem kayıt yeniledikten sonra sistemde ortak dersler kalmayıncaya kadar ve ortak veya seçmeli derslerden almanız gereken kredileri tamamlayıncaya kadar ders seçimi yapmak zorundasınız. Ders seçimi yapmaz iseniz sınavlara giremezsiniz.</s>"
1486,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Daha önce bir lise de okumuş tasdikname alarak ayrılmıştım. Lise okurken başardığım dersler Mesleki Açık Öğretim Lisesinde geçerli olur mu?[/INST]  Daha önce okuduğunuz lisede başardığınız ve Mesleki Açık Öğretim Sisteminde karşılığı olan bütün kültür dersleri Mesleki Açık Öğretim Lisesi’nde kredi olarak değerlendirilir. Kayıt olduğunuz alan ile ilgili bir alanda daha önce eğitim gördüyseniz meslek derslerinizin de okul tarafından muafiyeti yapılır. Meslek derslerinizin de kredisi eklenir.</s>
1487,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Lise diploması ile kayıt yaptıran öğrenciler kültür derslerinden (Fizik, Kimya, Biyoloji, Türk Dili ve Edebiyatı vb.) sorumlu mudur?[/INST]  Lise diploması ile kayıt yaptıran öğrenciler kültür derslerinden sorumlu tutulmazlar. Bu öğrenciler yüz yüze eğitimlerini tamamladıkları zaman mezun olurlar.</s>"
1488,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Muaf olduğum dersin kredisini alabilir miyim?[/INST]  Muaf olunan dersin, sınavına 3 kez girilip başarısız olunduğu için kredisi alınamaz. Muaf olunan dersin alınamayan kredisi, seçmeli dersler ile tamamlanabilir. Öğrenci isterse muaf olduğu dersi tekrar seçebilir. Başarır ise kredisini alır.</s>"
1489,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Her dönem kaç kredilik ders seçebilirim?[/INST]  Ders seçimi yapmak için sisteme girildiğinde öğrencilik durumuna göre sistem farklı kredi miktarlarında ders seçme imkânı tanır. Sistemin izin verdiği maksimum kredi miktarı kadar ders seçimi yapabilirsiniz.</s>
1490,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ortak derslerin hepsini başarmak zorunda mıyım?[/INST]  Ortak derslerden Türk Dili ve Edebiyatı dersleri başarılması zorunlu derstir ve muaf olunamaz. Ancak bu dersin dışındaki ortak derslerden 3 kez sınavına girilen ve başarısız olunan dersten muaf olunur.</s>
1491,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Ortak dersleri nasıl seçebilirim?[/INST]  Kayıt yenileyen veya yeni kayıt olan öğrenciler Mesleki Açık Öğretim Lisesi web sayfasından “Sisteme Giriş” ve “Öğrenci Girişi” linklerinden Öğrenci Numarası ve Şifre’si ile giriş yaparak kendi derslerini, sistemin izin verdiği maksimum kredi miktarında kendileri seçmelidir. Ders seçmeyen öğrenci sınava giremez.</s>"
1492,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Sistemde ortak dersler var. Bu dersler nedir?[/INST]  Öğrencilerin uzaktan eğitim ile almaları gereken derslerdir. Bu dersler zorunlu dersler kısmında gösterilir.</s>
1493,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yeni kayıt yaptırdım. Hemen arkasından kayıt yenileme yaptıracak mıyım?[/INST]  Örneğin 2018-2019 1. Döneminde yeni kayıt yaptıran öğrenciler, 2018-2019 yılı 1. Döneminde kayıt yenileme yaptırmazlar. Takip eden dönemlerde kayıt yenilemek zorundadırlar. Daha somut ifade ile 2018 Ağustos-Eylül döneminde (2018-1) yeni kayıt yaptıran öğrenciler, aynı yıl içinde 2018 Ağustos-Eylül döneminde (2018-1) kayıt yenileme yaptırmazlar.</s>"
1494,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Daha önce bir liseden mezun oldum. Yeniden Mesleki Açık Öğretim Lisesine kayıt olabilir miyim?[/INST]  Daha önce bir lise bitiren (Bu örgün eğitimde bir Lise, Mesleki Açık Öğretim Lisesi, Açık Öğretim İmam Hatip Lisesi veya Açık Öğretim lisesi de olabilir) Mesleki Açık Öğretim Lisesine kayıt yaptırabilirler.</s>"
1495,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yeni kayıt yaptırdım. Öğrencilik durumum ''Ön kayıt öğrencisi'' olarak gözüküyor. Bu ne anlama gelmektedir?[/INST]  Okul tarafından alınan kayıtlar, öğrencinin bilgileri sisteme aktarılıncaya kadar ön kayıt olarak gözükür. Tasdiknameli gelen öğrencilerin tasdiknamesindeki veriler sisteme merkez kullanıcılar tarafından aktarılır ve öğrenci aktif öğrenci yapılır. Ortaokul diplomalı veya lise diplomalı öğrencilerin belgeleri tamam ise bunlarda yine merkez kullanıcılar tarafından sistemde aktif öğrenci yapılır.</s>"
1496,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Mesleki Açık Öğretim Lisesine nerede kayıt yaptırabilirim?[/INST]  Mesleki Açık Öğretim Lisesine bulunduğunuz il/ilçede yüz yüze eğitim vermekle yetkilendirilmiş Mesleki ve Teknik Anadolu Liseleri ile diğer okul/kurumlara kayıt dönemlerinde giderek kayıt yaptırabilirsiniz.</s>
1497,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yüz yüze eğitimi bitiren öğrenci ""Yüz Yüze Eğitim İş ve İşlemleri ücretini"" öder mi?[/INST]  ""Yüz Yüze Eğitim İş ve İşlemleri ücreti"" yüz yüze eğitime devam eden öğrencilerden alınan bir ücrettir. Yüz yüze eğitime devam etmeyen öğrencilerden bu ücreti alınmaz.</s>"
1498,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yüz yüze eğitim bir öğretim yılında kaç dönem verilir?[/INST]  Yüz yüze eğitim bir öğretim yılında 18´ er haftadan 2 dönem olarak verilir.</s>
1499,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>I. Dönem yüz yüze eğitime gidemedim, II. Dönem devam edebilir miyim?[/INST]  Birinci dönemde herhangi bir dersten devamsızlıktan başarısız olanlar aynı dersin ikinci dönemdeki devamını alamazlar.</s>"
1500,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Kayıt olduğumuz dönemde 8 kişi ile yüz yüze eğitime devam ediyorduk şimdi sayımız düştü. Önümüzdeki dönemlerde yüz yüze eğitime devam edebilir miyiz?[/INST]  Yüz yüze eğitimle alınması gereken alan/dal dersleri en az sekiz kişilik grup oluştuğunda verilir. Eğitime başlandıktan sonra öğrenci sayısındaki azalma eğitim-öğretimin devamına engel teşkil etmez. (Milli Eğitim Bakanlığı Mesleki Açık Öğretim Lisesi Yönetmeliği Madde-30)</s>
